Time,IgM,IgG1,IgG2,TH,TC,IFNg,IL2,IL12
301.0000,38.888889,435.873802,850.668173,0.714293,0.222222,0.000000,0.000000,0.000000
302.0000,38.888889,434.263395,845.579445,0.714293,0.222222,0.000000,0.000000,0.000000
303.0000,38.888889,432.662622,840.521159,0.714292,0.222222,0.000000,0.000000,0.000000
304.0000,38.888889,431.071424,835.493131,0.714292,0.222222,0.000000,0.000000,0.000000
305.0000,38.888889,429.489745,830.495181,0.714291,0.222222,0.000000,0.000000,0.000000
306.0000,38.888889,427.917528,825.527129,0.714291,0.222222,0.000000,0.000000,0.000000
307.0000,38.888889,426.354716,820.588796,0.714291,0.222222,0.000000,0.000000,0.000000
308.0000,38.888889,424.801253,815.680004,0.714290,0.222222,0.000000,0.000000,0.000000
309.0000,38.888889,423.257083,810.800577,0.714290,0.222222,0.000000,0.000000,0.000000
310.0000,38.888889,421.722150,805.950339,0.714290,0.222222,0.000000,0.000000,0.000000
311.0000,38.888889,420.196398,801.129115,0.714289,0.222222,0.000000,0.000000,0.000000
312.0000,38.888889,418.679775,796.336732,0.714289,0.222222,0.000000,0.000000,0.000000
313.0000,38.888889,417.172223,791.573017,0.714289,0.222222,0.000000,0.000000,0.000000
314.0000,38.888889,415.673690,786.837799,0.714289,0.222222,0.000000,0.000000,0.000000
315.0000,38.888889,414.184121,782.130907,0.714288,0.222222,0.000000,0.000000,0.000000
316.0000,38.888889,412.703463,777.452172,0.714288,0.222222,0.000000,0.000000,0.000000
317.0000,38.888889,411.231662,772.801425,0.714288,0.222222,0.000000,0.000000,0.000000
318.0000,38.888889,409.768665,768.178499,0.714288,0.222222,0.000000,0.000000,0.000000
319.0000,38.888889,408.314420,763.583227,0.714288,0.222222,0.000000,0.000000,0.000000
320.0000,38.888889,406.868875,759.015445,0.714288,0.222222,0.000000,0.000000,0.000000
321.0000,38.888889,405.431976,754.474987,0.714288,0.222222,0.000000,0.000000,0.000000
322.0000,38.888889,404.003674,749.961691,0.714287,0.222222,0.000000,0.000000,0.000000
323.0000,38.888889,402.583915,745.475393,0.714287,0.222222,0.000000,0.000000,0.000000
324.0000,38.888889,401.172650,741.015933,0.714287,0.222222,0.000000,0.000000,0.000000
325.0000,38.888889,399.769826,736.583149,0.714287,0.222222,0.000000,0.000000,0.000000
326.0000,38.888889,398.375395,732.176882,0.714287,0.222222,0.000000,0.000000,0.000000
327.0000,38.888889,396.989305,727.796973,0.714287,0.222222,0.000000,0.000000,0.000000
328.0000,38.888889,395.611507,723.443266,0.714287,0.222222,0.000000,0.000000,0.000000
329.0000,38.888889,394.241950,719.115602,0.714287,0.222222,0.000000,0.000000,0.000000
330.0000,38.888889,392.880587,714.813827,0.714287,0.222222,0.000000,0.000000,0.000000
331.0000,38.888889,391.527367,710.537785,0.714287,0.222222,0.000000,0.000000,0.000000
332.0000,38.888889,390.182242,706.287322,0.714287,0.222222,0.000000,0.000000,0.000000
333.0000,38.888889,388.845164,702.062286,0.714286,0.222222,0.000000,0.000000,0.000000
334.0000,38.888889,387.516084,697.862524,0.714286,0.222222,0.000000,0.000000,0.000000
335.0000,38.888889,386.194955,693.687885,0.714286,0.222222,0.000000,0.000000,0.000000
336.0000,38.888889,384.881729,689.538220,0.714286,0.222222,0.000000,0.000000,0.000000
337.0000,38.888889,383.576359,685.413377,0.714286,0.222222,0.000000,0.000000,0.000000
338.0000,38.888889,382.278797,681.313210,0.714286,0.222222,0.000000,0.000000,0.000000
339.0000,38.888889,380.988998,677.237570,0.714286,0.222222,0.000000,0.000000,0.000000
340.0000,38.888889,379.706914,673.186310,0.714286,0.222222,0.000000,0.000000,0.000000
341.0000,38.888889,378.432499,669.159285,0.714286,0.222222,0.000000,0.000000,0.000000
342.0000,38.888889,377.165709,665.156351,0.714286,0.222222,0.000000,0.000000,0.000000
343.0000,38.888889,375.906496,661.177361,0.714286,0.222222,0.000000,0.000000,0.000000
344.0000,38.888889,374.654816,657.222175,0.714286,0.222222,0.000000,0.000000,0.000000
345.0000,38.888889,373.410623,653.290648,0.714286,0.222222,0.000000,0.000000,0.000000
346.0000,38.888889,372.173873,649.382640,0.714286,0.222222,0.000000,0.000000,0.000000
347.0000,38.888889,370.944522,645.498009,0.714286,0.222222,0.000000,0.000000,0.000000
348.0000,38.888889,369.722524,641.636617,0.714286,0.222222,0.000000,0.000000,0.000000
349.0000,38.888889,368.507837,637.798324,0.714286,0.222222,0.000000,0.000000,0.000000
350.0000,38.888889,367.300416,633.982991,0.714286,0.222222,0.000000,0.000000,0.000000
351.0000,38.888889,366.100217,630.190482,0.714286,0.222222,0.000000,0.000000,0.000000
352.0000,38.888889,364.907199,626.420660,0.714286,0.222222,0.000000,0.000000,0.000000
353.0000,38.888889,363.721317,622.673389,0.714286,0.222222,0.000000,0.000000,0.000000
354.0000,38.888889,362.542529,618.948535,0.714286,0.222222,0.000000,0.000000,0.000000
355.0000,38.888889,361.370792,615.245962,0.714286,0.222222,0.000000,0.000000,0.000000
356.0000,38.888889,360.206065,611.565539,0.714286,0.222222,0.000000,0.000000,0.000000
357.0000,38.888889,359.048306,607.907132,0.714286,0.222222,0.000000,0.000000,0.000000
358.0000,38.888889,357.897472,604.270609,0.714286,0.222222,0.000000,0.000000,0.000000
359.0000,38.888889,356.753522,600.655841,0.714286,0.222222,0.000000,0.000000,0.000000
360.0000,38.888889,355.616416,597.062696,0.714286,0.222222,0.000000,0.000000,0.000000
